MergedBGC,Source,SS_NoSpace,SSprob,SSCurrent,FuturePeriod,SiteNo
SBSdw3,BECv10,SBSdw3/06,3.94E-05,SBSmc2/01,2055,7
SBSmc2,BECv10,SBSmc2/01,0.002042954,SBSmc2/01,2055,7
SBSmc2,BECv10,SBSmc2/04,0.000113497,SBSmc2/01,2055,7
SBSmc2,BECv10,SBSmc2/05,0.000113497,SBSmc2/01,2055,7
SBSmc2,BECv10,SBSmc2/06,8.51E-05,SBSmc2/01,2055,7
SBSmh,BECv10,SBSmh/01,0.001451394,SBSmc2/01,2055,7
SBSmh,BECv10,SBSmh/04,0.001741673,SBSmc2/01,2055,7
SBSmh,BECv10,SBSmh/05,0.004837981,SBSmc2/01,2055,7
SBSmh,BECv10,SBSmh/06,0.000241899,SBSmc2/01,2055,7
SBSmk1,BECv10,SBSmk1/01,0.000167224,SBSmc2/01,2055,7
SBSmk1,BECv10,SBSmk1/04,0.000111483,SBSmc2/01,2055,7
SBSmk1,BECv10,SBSmk1/05,0.000445931,SBSmc2/01,2055,7
SBSmm,BECv10,SBSmm/01,2.84E-05,SBSmc2/01,2055,7
SBSmm,BECv10,SBSmm/04,1.78E-05,SBSmc2/01,2055,7
SBSmm,BECv10,SBSmm/05,7.90E-06,SBSmc2/01,2055,7
SBSmm,BECv10,SBSmm/06,5.33E-05,SBSmc2/01,2055,7
SBSmm,BECv10,SBSmm/07,1.33E-05,SBSmc2/01,2055,7
SBSmw,BECv10,SBSmw/01,0.000424178,SBSmc2/01,2055,7
SBSmw,BECv10,SBSmw/03,1.18E-05,SBSmc2/01,2055,7
SBSmw,BECv10,SBSmw/04,4.71E-05,SBSmc2/01,2055,7
SBSun,BECv10,SBSun/00,0.000603865,SBSmc2/01,2055,7
SBSvk,BECv10,SBSvk/01,8.92E-05,SBSmc2/01,2055,7
SBSvk,BECv10,SBSvk/03,3.81E-05,SBSmc2/01,2055,7
SBSvk,BECv10,SBSvk/04,8.57E-05,SBSmc2/01,2055,7
SBSvk,BECv10,SBSvk/05,2.86E-05,SBSmc2/01,2055,7
SBSwk1,BECv10,SBSwk1/01,0.001750901,SBSmc2/01,2055,7
SBSwk1,BECv10,SBSwk1/03,0.00013896,SBSmc2/01,2055,7
SBSwk1,BECv10,SBSwk1/04,0.001459084,SBSmc2/01,2055,7
SBSwk1,BECv10,SBSwk1/05,0.004863614,SBSmc2/01,2055,7
AB_FF,ABv1,AB_FF/00,0.000241546,SBSmc2/01,2085,7
BGxxm,USAv1,BGxxm/Gg,0.010869565,SBSmc2/01,2085,7
BGxxx,USAv1,BGxxx/Gg,0.00102657,SBSmc2/01,2085,7
BWBSmw,BECv10,BWBSmw/101,0.000362319,SBSmc2/01,2085,7
CDFmm,BECv10,CDFmm/01,8.78E-05,SBSmc2/01,2085,7
CDFmm,BECv10,CDFmm/04,3.29E-05,SBSmc2/01,2085,7
CWHds1,BECv10,CWHds1/01,0.059464207,SBSmc2/01,2085,7
CWHds1,BECv10,CWHds1/05,0.022299078,SBSmc2/01,2085,7
CWHds2,BECv10,CWHds2/01,0.008827404,SBSmc2/01,2085,7
CWHds2,BECv10,CWHds2/05,0.003310277,SBSmc2/01,2085,7
CWHms2,BECv10,CWHms2/01,0.001800615,SBSmc2/01,2085,7
CWHms2,BECv10,CWHms2/04,0.000675231,SBSmc2/01,2085,7
CWHwm,BECv10,CWHwm/01,0.000743218,SBSmc2/01,2085,7
CWHwm,BECv10,CWHwm/03,0.000222965,SBSmc2/01,2085,7
CWHws1,BECv10,CWHws1/01,0.025714573,SBSmc2/01,2085,7
CWHws1,BECv10,CWHws1/04,0.005142915,SBSmc2/01,2085,7
CWHws2,BECv10,CWHws2/01,0.02534036,SBSmc2/01,2085,7
CWHws2,BECv10,CWHws2/04,0.009502635,SBSmc2/01,2085,7
CWHxm1,BECv10,CWHxm1/01,4.39E-05,SBSmc2/01,2085,7
CWHxm1,BECv10,CWHxm1/05,1.65E-05,SBSmc2/01,2085,7
ESSFdc1,BECv10,ESSFdc1/101,3.29E-05,SBSmc2/01,2085,7
ESSFdc1,BECv10,ESSFdc1/103,2.47E-05,SBSmc2/01,2085,7
ESSFdc1,BECv10,ESSFdc1/110,2.74E-06,SBSmc2/01,2085,7
ESSFdc3,BECv10,ESSFdc3/01,0.00016787,SBSmc2/01,2085,7
ESSFdc3,BECv10,ESSFdc3/03,2.80E-05,SBSmc2/01,2085,7
ESSFdc3,BECv10,ESSFdc3/04,3.73E-05,SBSmc2/01,2085,7
ESSFdc3,BECv10,ESSFdc3/05,3.73E-05,SBSmc2/01,2085,7
ESSFdc3,BECv10,ESSFdc3/06,3.15E-05,SBSmc2/01,2085,7
ESSFmh,BECv10,ESSFmh/101,7.50E-05,SBSmc2/01,2085,7
ESSFmh,BECv10,ESSFmh/104,6.25E-06,SBSmc2/01,2085,7
ESSFmh,BECv10,ESSFmh/105,3.33E-05,SBSmc2/01,2085,7
ESSFmh,BECv10,ESSFmh/110,6.25E-06,SBSmc2/01,2085,7
ESSFwh1,BECv10,ESSFwh1/101,7.76E-05,SBSmc2/01,2085,7
ESSFwh1,BECv10,ESSFwh1/103,8.63E-06,SBSmc2/01,2085,7
ESSFwh1,BECv10,ESSFwh1/104,3.45E-05,SBSmc2/01,2085,7
ESSFwh3,BECv10,ESSFwh3/101,4.26E-05,SBSmc2/01,2085,7
ESSFwh3,BECv10,ESSFwh3/104,1.42E-05,SBSmc2/01,2085,7
ESSFwh3,BECv10,ESSFwh3/110,3.55E-06,SBSmc2/01,2085,7
ESSFwk1,BECv10,ESSFwk1/01,9.75E-05,SBSmc2/01,2085,7
ESSFwk1,BECv10,ESSFwk1/03,8.36E-05,SBSmc2/01,2085,7
ICHdm,BECv10,ICHdm/101,0.002173913,SBSmc2/01,2085,7
ICHdm,BECv10,ICHdm/103,0.000543478,SBSmc2/01,2085,7
ICHdm,BECv10,ICHdm/110,0.000181159,SBSmc2/01,2085,7
ICHdw1,BECv10,ICHdw1/101,0.06469345,SBSmc2/01,2085,7
ICHdw1,BECv10,ICHdw1/104,0.023289642,SBSmc2/01,2085,7
ICHdw3,BECv10,ICHdw3/101,0.00958498,SBSmc2/01,2085,7
ICHdw3,BECv10,ICHdw3/103,0.001597497,SBSmc2/01,2085,7
ICHdw3,BECv10,ICHdw3/110,0.000532499,SBSmc2/01,2085,7
ICHdw4,BECv10,ICHdw4/101,0.033778684,SBSmc2/01,2085,7
ICHdw4,BECv10,ICHdw4/104,0.02026721,SBSmc2/01,2085,7
ICHdwz,USAv1,ICHdwz/101,0.000120773,SBSmc2/01,2085,7
ICHmc1,BECv10,ICHmc1/01,0.071189526,SBSmc2/01,2085,7
ICHmc1,BECv10,ICHmc1/03,0.005561682,SBSmc2/01,2085,7
ICHmc1a,BECv10,ICHmc1a/01,0.000483092,SBSmc2/01,2085,7
ICHmc1a,BECv10,ICHmc1a/02,6.04E-05,SBSmc2/01,2085,7
ICHmc2,BECv10,ICHmc2/01,0.167975915,SBSmc2/01,2085,7
ICHmc2,BECv10,ICHmc2/03,0.013123118,SBSmc2/01,2085,7
ICHmk1,BECv10,ICHmk1/01,2.05E-05,SBSmc2/01,2085,7
ICHmk1,BECv10,ICHmk1/03,5.76E-06,SBSmc2/01,2085,7
ICHmk1,BECv10,ICHmk1/04,3.07E-05,SBSmc2/01,2085,7
ICHmk1,BECv10,ICHmk1/05,3.41E-06,SBSmc2/01,2085,7
ICHmk2,BECv10,ICHmk2/01,0.003601298,SBSmc2/01,2085,7
ICHmk2,BECv10,ICHmk2/03,0.000214363,SBSmc2/01,2085,7
ICHmk2,BECv10,ICHmk2/04,0.002667628,SBSmc2/01,2085,7
ICHmk2,BECv10,ICHmk2/05,0.001125406,SBSmc2/01,2085,7
ICHmk4,BECv10,ICHmk4/101,0.000421804,SBSmc2/01,2085,7
ICHmk4,BECv10,ICHmk4/103,0.000316353,SBSmc2/01,2085,7
ICHmk4,BECv10,ICHmk4/110,4.69E-05,SBSmc2/01,2085,7
ICHmm,BECv10,ICHmm/01,0.00359635,SBSmc2/01,2085,7
ICHmm,BECv10,ICHmm/03,0.000449544,SBSmc2/01,2085,7
ICHmw1,BECv10,ICHmw1/01,0.001613272,SBSmc2/01,2085,7
ICHmw1,BECv10,ICHmw1/03,0.000358505,SBSmc2/01,2085,7
ICHmw1,BECv10,ICHmw1/04,0.000239003,SBSmc2/01,2085,7
ICHmw1,BECv10,ICHmw1/05,0.000537757,SBSmc2/01,2085,7
ICHmw1,BECv10,ICHmw1/06,8.96E-05,SBSmc2/01,2085,7
ICHmw2,BECv10,ICHmw2/101,0.051278772,SBSmc2/01,2085,7
ICHmw2,BECv10,ICHmw2/104,0.017092924,SBSmc2/01,2085,7
ICHmw2,BECv10,ICHmw2/110,0.004273231,SBSmc2/01,2085,7
ICHmw3,BECv10,ICHmw3/01,0.034102502,SBSmc2/01,2085,7
ICHmw3,BECv10,ICHmw3/03,0.014209376,SBSmc2/01,2085,7
ICHmw3,BECv10,ICHmw3/04,0.033681483,SBSmc2/01,2085,7
ICHmw3,BECv10,ICHmw3/05,0.056837503,SBSmc2/01,2085,7
ICHmw3,BECv10,ICHmw3/06,0.021314064,SBSmc2/01,2085,7
ICHmw4,BECv10,ICHmw4/101,0.000991609,SBSmc2/01,2085,7
ICHmw4,BECv10,ICHmw4/104,0.000446224,SBSmc2/01,2085,7
ICHmw4,BECv10,ICHmw4/110,6.61E-05,SBSmc2/01,2085,7
ICHmw4,BECv10,ICHmw4/111,6.61E-05,SBSmc2/01,2085,7
ICHmw5,BECv10,ICHmw5/101,0.025543478,SBSmc2/01,2085,7
ICHmw5,BECv10,ICHmw5/104,0.011352657,SBSmc2/01,2085,7
ICHmw5,BECv10,ICHmw5/110,0.002838164,SBSmc2/01,2085,7
ICHvk1,BECv10,ICHvk1/01,3.61E-05,SBSmc2/01,2085,7
ICHvk1,BECv10,ICHvk1/03,1.69E-05,SBSmc2/01,2085,7
ICHvk1,BECv10,ICHvk1/04,6.77E-05,SBSmc2/01,2085,7
ICHwk1,BECv10,ICHwk1/01,0.003140097,SBSmc2/01,2085,7
ICHwk1,BECv10,ICHwk1/04,0.000785024,SBSmc2/01,2085,7
ICHwk4,BECv10,ICHwk4/01,2.63E-05,SBSmc2/01,2085,7
ICHwk4,BECv10,ICHwk4/04,2.47E-06,SBSmc2/01,2085,7
ICHwk4,BECv10,ICHwk4/05,3.16E-05,SBSmc2/01,2085,7
ICHxw,BECv10,ICHxw/101,0.028804348,SBSmc2/01,2085,7
ICHxw,BECv10,ICHxw/104,0.012801932,SBSmc2/01,2085,7
ICHxw,BECv10,ICHxw/110,0.003200483,SBSmc2/01,2085,7
ICHxwa,BECv10,ICHxwa/101,0.002096273,SBSmc2/01,2085,7
ICHxwa,BECv10,ICHxwa/104,0.000931677,SBSmc2/01,2085,7
ICHxwa,BECv10,ICHxwa/110,0.000232919,SBSmc2/01,2085,7
IDFdc,BECv10,IDFdc/01,3.44E-05,SBSmc2/01,2085,7
IDFdc,BECv10,IDFdc/03,1.91E-05,SBSmc2/01,2085,7
IDFdc,BECv10,IDFdc/04,6.88E-06,SBSmc2/01,2085,7
IDFdhy,USAv1,IDFdhy/101,0.000241546,SBSmc2/01,2085,7
IDFdk2,BECv10,IDFdk2/01,0.001479086,SBSmc2/01,2085,7
IDFdk2,BECv10,IDFdk2/03,0.000821715,SBSmc2/01,2085,7
IDFdk2,BECv10,IDFdk2/04,0.000295817,SBSmc2/01,2085,7
IDFdk5,BECv10,IDFdk5/101,0.000634058,SBSmc2/01,2085,7
IDFdk5,BECv10,IDFdk5/104,0.000634058,SBSmc2/01,2085,7
IDFdm1,BECv10,IDFdm1/01,0.000429319,SBSmc2/01,2085,7
IDFdm1,BECv10,IDFdm1/02,5.72E-05,SBSmc2/01,2085,7
IDFdm1,BECv10,IDFdm1/03,3.47E-05,SBSmc2/01,2085,7
IDFdm1,BECv10,IDFdm1/04,0.00010733,SBSmc2/01,2085,7
IDFdm1,BECv10,IDFdm1/05,0.000216828,SBSmc2/01,2085,7
IDFdm2,BECv10,IDFdm2/01,3.61E-05,SBSmc2/01,2085,7
IDFdm2,BECv10,IDFdm2/03,1.52E-05,SBSmc2/01,2085,7
IDFdm2,BECv10,IDFdm2/04,9.03E-06,SBSmc2/01,2085,7
IDFmw1,BECv10,IDFmw1/01,0.013342241,SBSmc2/01,2085,7
IDFmw1,BECv10,IDFmw1/03,0.004548491,SBSmc2/01,2085,7
IDFmw1,BECv10,IDFmw1/04,0.014295258,SBSmc2/01,2085,7
IDFmw2,BECv10,IDFmw2/01,0.002260437,SBSmc2/01,2085,7
IDFmw2,BECv10,IDFmw2/03,0.000616483,SBSmc2/01,2085,7
IDFmw2,BECv10,IDFmw2/04,0.000565109,SBSmc2/01,2085,7
IDFww,BECv10,IDFww/01,0.005489679,SBSmc2/01,2085,7
IDFww,BECv10,IDFww/04,0.00205863,SBSmc2/01,2085,7
IDFww1,BECv10,IDFww1/01,0.002151954,SBSmc2/01,2085,7
IDFww1,BECv10,IDFww1/04,0.000806983,SBSmc2/01,2085,7
IDFxc,BECv10,IDFxc/01,4.04E-05,SBSmc2/01,2085,7
IDFxc,BECv10,IDFxc/03,1.62E-06,SBSmc2/01,2085,7
IDFxc,BECv10,IDFxc/04,1.64E-05,SBSmc2/01,2085,7
IDFxc,BECv10,IDFxc/05,3.89E-05,SBSmc2/01,2085,7
IDFxc,BECv10,IDFxc/06,2.34E-05,SBSmc2/01,2085,7
IDFxh1,BECv10,IDFxh1/01,0.000690305,SBSmc2/01,2085,7
IDFxh1,BECv10,IDFxh1/04,0.000272713,SBSmc2/01,2085,7
IDFxh1,BECv10,IDFxh1/05,0.000690305,SBSmc2/01,2085,7
IDFxh1,BECv10,IDFxh1/06,0.000230102,SBSmc2/01,2085,7
IDFxh1,BECv10,IDFxh1/07,0.000230102,SBSmc2/01,2085,7
IDFxh4,BECv10,IDFxh4/01,3.94E-05,SBSmc2/01,2085,7
IDFxh4,BECv10,IDFxh4/04,1.56E-05,SBSmc2/01,2085,7
IDFxh4,BECv10,IDFxh4/05,3.94E-05,SBSmc2/01,2085,7
IDFxh4,BECv10,IDFxh4/06,1.31E-05,SBSmc2/01,2085,7
IDFxh4,BECv10,IDFxh4/07,1.31E-05,SBSmc2/01,2085,7
IDFxm,BECv10,IDFxm/01,2.33E-05,SBSmc2/01,2085,7
IDFxm,BECv10,IDFxm/03,9.72E-07,SBSmc2/01,2085,7
IDFxm,BECv10,IDFxm/04,5.83E-06,SBSmc2/01,2085,7
IDFxm,BECv10,IDFxm/05,2.33E-05,SBSmc2/01,2085,7
IDFxm,BECv10,IDFxm/Gg,6.91E-06,SBSmc2/01,2085,7
MSdk1,BECv10,MSdk1/01,2.37E-05,SBSmc2/01,2085,7
MSdk1,BECv10,MSdk1/03,2.92E-06,SBSmc2/01,2085,7
MSdk1,BECv10,MSdk1/04,3.38E-05,SBSmc2/01,2085,7
MSdk2,BECv10,MSdk2/01,7.10E-05,SBSmc2/01,2085,7
MSdk2,BECv10,MSdk2/03,8.76E-06,SBSmc2/01,2085,7
MSdk2,BECv10,MSdk2/04,0.000101409,SBSmc2/01,2085,7
MSdm2,BECv10,MSdm2/01,5.35E-05,SBSmc2/01,2085,7
MSdm2,BECv10,MSdm2/03,2.51E-05,SBSmc2/01,2085,7
MSdm2,BECv10,MSdm2/04,0.000133728,SBSmc2/01,2085,7
MSdm2,BECv10,MSdm2/05,2.51E-05,SBSmc2/01,2085,7
MSdm2,BECv10,MSdm2/06,4.18E-06,SBSmc2/01,2085,7
PPdh2,BECv10,PPdh2/01,4.83E-05,SBSmc2/01,2085,7
PPdh2,BECv10,PPdh2/03,1.21E-05,SBSmc2/01,2085,7
PPxh2,BECv10,PPxh2/01,0.000673001,SBSmc2/01,2085,7
PPxh2,BECv10,PPxh2/03,0.000519291,SBSmc2/01,2085,7
PPxh2,BECv10,PPxh2/04,3.74E-05,SBSmc2/01,2085,7
PPxh2,BECv10,PPxh2/05,3.74E-05,SBSmc2/01,2085,7
PPxh2,BECv10,PPxh2/06,0.00012463,SBSmc2/01,2085,7
PPxh2,BECv10,PPxh2/Gg,0.000359509,SBSmc2/01,2085,7
SBSdh1,BECv10,SBSdh1/01,0.000199703,SBSmc2/01,2085,7
SBSdh1,BECv10,SBSdh1/04,3.33E-05,SBSmc2/01,2085,7
SBSdh1,BECv10,SBSdh1/05,1.90E-05,SBSmc2/01,2085,7
SBSdh1,BECv10,SBSdh1/06,4.99E-05,SBSmc2/01,2085,7
SBSdk,BECv10,SBSdk/01,0.001059113,SBSmc2/01,2085,7
SBSdk,BECv10,SBSdk/04,0.000110324,SBSmc2/01,2085,7
SBSdk,BECv10,SBSdk/05,0.000330973,SBSmc2/01,2085,7
SBSdk,BECv10,SBSdk/06,8.27E-05,SBSmc2/01,2085,7
SBSdk,BECv10,SBSdk/Gg,4.73E-05,SBSmc2/01,2085,7
SBSdw3,BECv10,SBSdw3/01,0.000236295,SBSmc2/01,2085,7
SBSdw3,BECv10,SBSdw3/04,0.000236295,SBSmc2/01,2085,7
SBSdw3,BECv10,SBSdw3/05,5.25E-05,SBSmc2/01,2085,7
SBSdw3,BECv10,SBSdw3/06,7.88E-05,SBSmc2/01,2085,7
SBSmc2,BECv10,SBSmc2/01,0.000628601,SBSmc2/01,2085,7
SBSmc2,BECv10,SBSmc2/04,3.49E-05,SBSmc2/01,2085,7
SBSmc2,BECv10,SBSmc2/05,3.49E-05,SBSmc2/01,2085,7
SBSmc2,BECv10,SBSmc2/06,2.62E-05,SBSmc2/01,2085,7
SBSmh,BECv10,SBSmh/01,0.000296635,SBSmc2/01,2085,7
SBSmh,BECv10,SBSmh/04,0.000355962,SBSmc2/01,2085,7
SBSmh,BECv10,SBSmh/05,0.000988784,SBSmc2/01,2085,7
SBSmh,BECv10,SBSmh/06,4.94E-05,SBSmc2/01,2085,7
SBSmw,BECv10,SBSmw/01,0.001060445,SBSmc2/01,2085,7
SBSmw,BECv10,SBSmw/03,2.95E-05,SBSmc2/01,2085,7
SBSmw,BECv10,SBSmw/04,0.000117827,SBSmc2/01,2085,7
SBSun,BECv10,SBSun/00,0.000181159,SBSmc2/01,2085,7
SBSvk,BECv10,SBSvk/01,2.23E-05,SBSmc2/01,2085,7
SBSvk,BECv10,SBSvk/03,9.52E-06,SBSmc2/01,2085,7
SBSvk,BECv10,SBSvk/04,2.14E-05,SBSmc2/01,2085,7
SBSvk,BECv10,SBSvk/05,7.14E-06,SBSmc2/01,2085,7
SBSwk1,BECv10,SBSwk1/01,0.000926948,SBSmc2/01,2085,7
SBSwk1,BECv10,SBSwk1/03,7.36E-05,SBSmc2/01,2085,7
SBSwk1,BECv10,SBSwk1/04,0.000772456,SBSmc2/01,2085,7
SBSwk1,BECv10,SBSwk1/05,0.002574855,SBSmc2/01,2085,7
